Time,Z-axis,Y-axis,X-axis,Battery,∞Celsius,EDA(uS),Event
19:06.7,-0.37,-0.01,-0.66,-1,36.6,0.012,1
19:06.7,-0.34,0.06,-0.7,-1,36.8,0.012,1
19:06.7,-0.37,0.22,-0.77,-1,36.8,0.012,1
19:06.8,-0.34,0.17,-0.74,-1,36.8,0.012,1
19:06.8,-0.26,0.31,-0.77,-1,36.6,0.012,1
19:06.8,-0.5,-0.17,-0.52,-1,36.6,0.012,1
19:06.9,-0.3,-0.04,-0.81,-1,36.6,0.012,1
19:06.9,-0.48,-0.08,-0.72,-1,36.6,0.01,1
19:06.9,-0.37,0.3,-0.93,-1,36.6,0.012,1
19:07.0,-0.33,0.15,-0.75,-1,36.6,0.012,1
19:07.0,-0.39,0,-0.55,-1,36.6,0.012,1
19:07.0,-0.4,0.14,-0.73,-1,36.6,0.012,1
19:07.1,-0.37,0.13,-0.66,-1,36.6,0.012,1
19:07.1,-0.4,0.17,-0.67,-1,36.6,0.012,1
19:07.1,-0.4,0.13,-0.62,-1,36.6,0.012,1
19:07.2,-0.45,0.2,-0.7,-1,36.6,0.012,1
19:07.2,-0.49,0.38,-0.75,-1,36.6,0.012,1
19:07.2,-0.4,1.1,-0.98,-1,36.8,0.012,1
19:07.3,-0.74,-1.24,0.12,-1,36.6,0.008,1
19:07.3,-0.46,-0.24,-0.43,-1,36.6,0.008,1
19:07.3,-0.62,0.28,-1.01,-1,36.6,0.01,1
19:07.3,-0.49,0.24,-0.72,-1,36.6,0.01,1
19:07.4,-0.35,-0.13,-0.7,-1,36.8,0.01,1
19:07.4,-0.42,-0.05,-0.54,-1,36.6,0.008,1
19:07.4,-0.43,-0.28,-0.59,-1,36.6,0.008,1
19:07.5,-0.38,-0.35,-0.74,-1,36.6,0.008,1
19:07.5,-0.33,-0.4,-0.83,-1,36.6,0.004,1
19:07.5,-0.39,-0.37,-0.95,-1,36.6,0.004,1
19:07.6,-0.39,-0.26,-0.81,-1,36.6,0.004,1
19:07.6,-0.42,-0.11,-0.65,-1,36.6,0.002,1
19:07.6,-0.42,-0.13,-0.64,-1,36.6,0,1
19:07.7,-0.4,-0.19,-0.61,-1,36.6,0,1
